g_force_x, g_force_y, g_force_z
-0.94496363, -0.14104478, 0.12884897
-0.98182553, -0.120067984, 0.11470184
-0.9923139, -0.104701236, 0.07515682
-0.943988, -0.13543473, 0.107841656
-0.82855445, -0.21671996, 0.13543473
-0.74336654, -0.3289826, 0.13275166
-0.7123891, -0.45051408, 0.13250774
-0.74068344, -0.5149386, 0.2289158
-0.8087972, -0.507865, 0.3638627
-0.8717581, -0.43246427, 0.43877557
-0.9478907, -0.3055361, 0.47978404
-0.96667224, -0.15595418, 0.52103657
-0.9522812, -0.01658635, 0.6037547
-0.93837786, 0.046862543, 0.67061836
-0.9349631, 0.0, 0.6293965
-0.9046869, -0.15619814, 0.50222445
-0.9022477, -0.29309633, 0.38532734
-0.95374465, -0.342398, 0.3672775
-1.0508845, -0.27699786, 0.40584686
-1.0967714, -0.1674183, 0.38337603
-1.0628363, -0.07174197, 0.3728876
-0.9847526, 0.009268819, 0.40218812
-0.8932228, 0.040520657, 0.39240095
-0.8305057, 0.024635613, 0.32797647
-0.78657025, -0.030520007, 0.23550156
-0.8251396, -0.092749245, 0.20229837
-0.89200324, -0.11079911, 0.20571323
-0.90566254, -0.1249463, 0.26769856
-0.88102704, -0.16839394, 0.3802051
-0.87834394, -0.2423312, 0.41365212
-0.86639196, -0.32410425, 0.35093513
-0.7965709, -0.4041394, 0.32163462
-0.77998453, -0.41096905, 0.4417026
-0.9181023, -0.31946984, 0.639397
-1.0108516, -0.2089146, 0.6537882
-1.0064611, -0.08591963, 0.4985657
-0.9593547, 0.05344824, 0.42682374
-0.9281334, 0.19180995, 0.57619214
-0.9225233, 0.28602275, 0.76507515
-0.86148316, 0.24135561, 0.6298843
-0.77632576, 0.099335045, 0.32943997
-0.7812041, -0.009512731, 0.14348398
-0.85148257, -0.085431814, 0.054881234
-0.869319, -0.14766106, -0.05442391
-0.8605075, -0.1586373, -0.12278155
-0.8934667, -0.07979123, -0.08787098
-0.9742337, 0.037349716, 0.0026830717
-1.012559, 0.10104252, 0.073693305
-0.98036206, 0.09738375, 0.15616766
-0.923499, 0.0502773, 0.30748743
-0.8798074, 0.009512731, 0.45292282
-0.8456286, -0.007561441, 0.50807846
-0.8224565, 0.0053661433, 0.5056392
-0.85782444, 0.042228132, 0.5415255
-0.9208159, 0.030764015, 0.62399983
-0.96667224, -0.07198588, 0.579607
-1.0201205, -0.15717378, 0.37532678
-1.0777153, -0.18302895, 0.21498205
-1.1187238, -0.14595363, 0.26550332
-1.1619276, -0.044667244, 0.4107252
-1.160464, 0.015122882, 0.37118018
-1.1077476, 0.020001203, 0.21522596
-1.1048206, 0.07637638, 0.18254113
-1.1316514, 0.1383617, 0.209372
-1.1338465, 0.12372675, 0.12640981
-1.0703977, 0.012927584, -0.03759365
-0.9984119, -0.088358745, -0.114945725
-1.0333225, -0.100554645, -0.064211056
-1.1560735, -0.04076457, -0.03320315
-1.2068387, 0.010000651, -0.009543256
-1.1514391, 0.0112202065, 0.042441517
-1.1021374, 0.013415407, 0.08686481
-1.1343344, 0.06832721, 0.14909405
-1.1301879, 0.09372499, 0.20059095
-1.0389326, 0.051740862, 0.22964753
-0.9500859, -0.011220109, 0.21668947
-0.91615105, -0.07564465, 0.1512893
-0.8949303, -0.13616645, 0.07686425
-0.90175986, -0.19498089, 0.034148343
-0.9825573, -0.2508683, -0.014665488
-1.1018935, -0.264802, -0.1144579
-1.189734, -0.20769504, -0.18720604
-1.1423837, -0.11201872, -0.11863497
-1.0254866, -0.0070735216, 0.013171496
-0.9188646, 0.049545567, 0.031953096
-0.82635915, 0.058814384, -0.030276168
-0.7370247, 0.04539898, -0.07274814
-0.7006811, 0.01463506, -0.047350317
-0.7970587, -0.03393486, -0.046862494
-0.9356948, -0.07540073, -0.16473523
-0.99085045, -0.084943995, -0.21476863
-0.9500859, -0.081498615, -0.109335646
-0.90078425, -0.09104187, -0.020519502
-0.8724899, -0.13201988, -0.03954499
-0.84904337, -0.18619984, -0.10787215
-0.8319693, -0.24964869, -0.09665197
-0.8802952, -0.23940417, -0.015397222
-1.0042659, -0.14400229, 0.0602779
-1.0440547, -0.06466835, 0.12860507
-0.9823134, -0.008049264, 0.17937024
-0.9093213, 0.027318733, 0.19010258
-0.8470921, 0.0056101517, 0.08466955
-0.80611414, -0.056375176, -0.033691
-0.8112364, -0.1295807, -0.051496904
-0.8566048, -0.19424911, -0.110067405
-0.92740166, -0.21037811, -0.21184163
-1.0350299, -0.13397121, -0.16132039
-1.091649, -0.07637638, -0.06616239
-1.1009179, -0.08909058, -0.040032834
-1.0789349, -0.11128698, -0.024178244
-1.0106077, -0.1293368, -0.0019818149
-0.9117605, -0.12275105, 0.041465826
-0.87444127, -0.081742525, 0.121531494
-0.8644407, -0.08884667, 0.13567863
-0.904443, -0.12177536, 0.13104422
-0.9456954, -0.16400345, 0.13787389
-0.9681357, -0.24355076, 0.12445848
-1.0081686, -0.32410425, 0.078327715
-1.0660073, -0.35654518, 0.04951509
-1.0987226, -0.3209333, 0.10028026
-1.0132908, -0.27577823, 0.13884959
-0.9081018, -0.18424855, 0.20498149
-0.90566254, -0.05296042, 0.31821978
-0.9193524, 0.0139032295, 0.31919545
-0.8644407, 0.009024909, 0.2613567
-0.7646178, -0.05198468, 0.21449423
-0.7006811, -0.15936904, 0.15324064
-0.7372686, -0.27163166, 0.08320609
-0.82001734, -0.34995943, -0.014421578
-0.8451408, -0.38145518, -0.052472573
-0.8466043, -0.33922708, 0.026342992
-0.8466043, -0.28846192, 0.10686601
-0.80635804, -0.28699845, 0.0956458
-0.75730026, -0.28992543, 0.12031189
-0.6997054, -0.27675393, 0.23672111
-0.67796636, -0.20745113, 0.32675686
-0.7231214, -0.11128698, 0.354106
-0.7299511, -0.07930341, 0.3301717
-0.65259904, -0.12421457, 0.21986037
-0.59671164, -0.18985862, 0.13811779
-0.62939644, -0.2498926, 0.13275166
-0.66820973, -0.32410425, 0.07418118
-0.73312205, -0.38487, 0.017074171
-0.75681245, -0.4048712, -0.021495147
-0.749251, -0.3531303, 0.02146467
-0.73921996, -0.23086709, 0.16714391
-0.70848644, -0.14031304, 0.28404096
-0.6574774, -0.12153145, 0.3348061
-0.65820915, -0.12153145, 0.3077314
-0.7297072, -0.12592195, 0.27525994
-0.85099477, -0.12470239, 0.2850471
-0.94667107, -0.15180764, 0.2740404
-0.9810938, -0.20671935, 0.20156664
-0.9654527, -0.23598938, 0.11174433
-0.9442319, -0.2145247, 0.098816745
-0.8859054, -0.2045241, 0.09808501
-0.8187977, -0.24940477, 0.08198648
-0.8229443, -0.2877302, 0.13128814
-0.8871249, -0.28138834, 0.16299732
-0.9813377, -0.21379292, 0.18327287
-1.0176812, -0.1383617, 0.25842968
-0.9549642, -0.077595934, 0.32651293
-0.86566025, -0.047106355, 0.33651355
-0.8344084, -0.028568719, 0.33700135
-0.79218036, -0.07174197, 0.28943762
-0.77559406, -0.13762997, 0.18595599
-0.7868142, -0.20428018, 0.082718216
-0.8207491, -0.2611433, 0.0602779
-0.8314814, -0.28187618, 0.055613015
-0.81318766, -0.27187562, 0.06491231
-0.8119681, -0.22379352, 0.11909234
-0.8827344, -0.16010077, 0.15006974
-0.94032925, -0.11518961, 0.089791834
-0.9574034, -0.060277853, 0.125922
-0.9525251, -0.023903783, 0.2557466
-0.9068821, -0.029300451, 0.26208845
-0.8961498, -0.04295977, 0.21668947
-0.88785666, -0.061497506, 0.17497973
-0.86590415, -0.083937824, 0.109305166
-0.82928616, -0.1027499, 0.037075326
-0.8275788, -0.11031129, 0.06735147
-0.82928616, -0.14131922, 0.099548474
-0.8219687, -0.19790788, 0.012927584
-0.81977344, -0.22574486, -0.011738505
-0.80660194, -0.19742006, 0.040734094
-0.8095289, -0.15717378, 0.06540013
-0.87907565, -0.11543352, 0.10589031
-0.9081018, -0.0939689, 0.12884897
-0.87834394, -0.09738375, 0.14397182
-0.8580684, -0.105189055, 0.13762997
-0.84123814, -0.1337273, 0.08613307
-0.8639529, -0.17229661, 0.053661678
-0.92471856, -0.19915795, -0.004420975
-1.0218278, -0.19867009, -0.029788323
-1.0735687, -0.1840046, -0.0149094
-1.0625924, -0.20232885, -0.0051527577
-1.0601534, -0.22720838, 0.026830815
-1.0769836, -0.2045241, 0.07247375
-1.0721053, -0.14936844, 0.13275166
-1.0135347, -0.0983594, 0.16811955
-0.9522812, -0.072717614, 0.20303015
-0.94008535, -0.05491171, 0.21083546
-0.92423075, -0.082230344, 0.12079971
-0.9195963, -0.12616585, 0.07613247
-0.9656966, -0.11348223, 0.11982407
-0.9974363, -0.10689648, 0.08832832
-1.0479574, -0.11787273, 0.067595385
-1.1162846, -0.12226323, 0.09832892
-1.1072596, -0.16473523, 0.0602779
-1.0430791, -0.21403688, 0.011464069
-1.0179251, -0.21110985, 0.056863096
-1.0298772, -0.16107646, 0.15567979
-1.0159739, -0.09348108, 0.20400581
-0.99938756, -0.051009033, 0.27355254
-0.9852404, -0.04076457, 0.3389527
-0.9686235, -0.08616355, 0.29041332
-0.98816746, -0.16936964, 0.20303015
-1.0513723, -0.21379292, 0.13397121
-1.0803983, -0.2045241, 0.07101024
-1.0699099, -0.15156367, 0.113970056
-1.0762519, -0.06661974, 0.22034824
-1.0745444, -0.046130713, 0.2083963
-0.98792344, -0.089822315, 0.1012559
-0.90493083, -0.14570971, 0.051466428
-0.90493083, -0.1498563, 0.073693305
-0.96618444, -0.11982402, 0.1066221
-0.973502, -0.114701785, 0.11787273
-0.94886637, -0.10738431, 0.14665489
-0.9388658, -0.10567688, 0.1625095
-0.95301294, -0.15107585, 0.14909405
-0.96301347, -0.24745344, 0.108573385
-0.9913383, -0.3319096, 0.068814985
-1.037957, -0.3233725, 0.1056464
-1.12409, -0.23452586, 0.23086715
-1.1526587, -0.14741714, 0.30138955
-1.1306758, -0.08369391, 0.3167563
-1.0914052, -0.03832536, 0.3374892
-1.0196327, -0.04759418, 0.3492277
-0.93862176, -0.11982402, 0.29090112
-0.9344752, -0.19717614, 0.20278619
-0.97520936, -0.23745283, 0.114213966
-0.9913383, -0.2176956, 0.046588108
-0.983289, -0.1574177, 0.09662149
-0.980606, -0.09323717, 0.22376305
-0.97569716, -0.10762822, 0.26452762
-0.9371583, -0.19327347, 0.18888296
-0.89200324, -0.28699845, 0.12372675
-0.8802952, -0.3101705, 0.16080207
-0.93789005, -0.26968038, 0.23403804
-1.0049976, -0.22037867, 0.28846198
-1.0193888, -0.18351677, 0.31943938
-0.9713067, -0.15400289, 0.3111462
-0.91639495, -0.119336195, 0.354106
-0.8829783, -0.09348108, 0.41828665
-0.85148257, -0.12128754, 0.3299278
-0.832701, -0.17449187, 0.20376189
-0.8185538, -0.19180995, 0.16080207
-0.8370915, -0.16863786, 0.15592375
-0.8822466, -0.13006854, 0.11150042
-0.8934667, -0.12128754, 0.045612413
-0.793156, -0.16400345, 0.02853824
-0.71556, -0.19693218, 0.073693305
-0.7529098, -0.1896147, 0.1525089
-0.8431894, -0.14570971, 0.15543588
-0.93081653, -0.082230344, 0.17107706
-0.98865527, -0.046130713, 0.2789187
-0.9947531, -0.04564289, 0.30138955
-0.96618444, -0.07954732, 0.24891695
-0.913224, -0.12104362, 0.24062379
-0.88102704, -0.14006914, 0.24696562
-0.8707825, -0.13787389, 0.21595775
-0.84831166, -0.12250714, 0.16787565
-0.8336767, -0.10714039, 0.20985982
-0.83757937, -0.11201872, 0.23037927
-0.8773683, -0.13884953, 0.15665549
-0.96447694, -0.15229547, 0.15055756
-1.0662512, -0.13323948, 0.22376305
-1.1318953, -0.13055636, 0.22205561
-1.1746112, -0.09543236, 0.1993714
-1.1770504, -0.010732287, 0.28208962
-1.1084794, 0.06393672, 0.37435114
-1.0059733, 0.10543302, 0.38825434
-0.9444758, 0.10445737, 0.37630242
-0.8805391, 0.032715306, 0.29529163
-0.87029463, -0.09128578, 0.18302895
-0.9578912, -0.20037751, 0.15226498
-1.0645438, -0.2674851, 0.13201992
-1.0877159, -0.30456045, 0.06930281
-1.0767397, -0.25870407, 0.085401334
-1.0965273, -0.15302719, 0.19132213
-1.1187238, -0.051740766, 0.24037987
-1.1082355, 0.03442278, 0.24989265
-1.0791788, 0.09982296, 0.3052922
-1.0528358, 0.11592139, 0.3489838
-1.0591776, 0.07491291, 0.3167563
-1.0657634, -0.005853966, 0.2376968
-1.0262184, -0.084943995, 0.1615338
-1.0003632, -0.12860507, 0.14494745
-1.0608851, -0.13470294, 0.21107937
-1.1243339, -0.16083255, 0.21327463
-1.1145772, -0.20110929, 0.14543533
-1.0735687, -0.19059035, 0.18571207
-1.0718614, -0.13787389, 0.34017232
-1.0899112, -0.081742525, 0.3997489
-1.0220717, -0.05954612, 0.2967551
-0.9320361, -0.039788924, 0.21498205
-0.97520936, 0.022928234, 0.32163462
-1.0889354, 0.059790127, 0.36922884
-1.1594883, -0.0068296106, 0.2183969
-1.1272609, -0.15790552, 0.07052241
-1.072837, -0.28285187, 0.029513935
-1.0772275, -0.31312802, 0.03366052
-1.0762519, -0.26797295, 0.04195365
-1.0291454, -0.16546696, 0.13616645
-0.99085045, -0.07418118, 0.2850471
-1.0191449, -0.040032834, 0.32675686
-1.1021374, -0.022684226, 0.28257748
-1.172416, -0.028568719, 0.24623388
-1.1629032, -0.081498615, 0.2789187
-1.1206751, -0.12201932, 0.3504473
-1.0730809, -0.13445903, 0.2887059
-0.97569716, -0.14229485, 0.19595654
-0.87029463, -0.13445903, 0.22059216
-0.8717581, -0.1486367, 0.2696499
-0.96155, -0.20501192, 0.23013535
-1.064056, -0.24086769, 0.1656804
-1.1243339, -0.19964577, 0.15202108
-1.1248217, -0.11275045, 0.18010198
-1.126773, 0.019025559, 0.21034764
-1.1260413, 0.12762941, 0.2455021
-1.0193888, 0.10860396, 0.23623328
-0.9261821, 4.8782237E-4, 0.22547047
-0.9737459, -0.10689648, 0.21083546
-1.0293893, -0.18132153, 0.11860447
-1.0528358, -0.22550096, 0.083937824
-1.1289682, -0.21623214, 0.14567924
-1.2304986, -0.16107646, 0.1983957
-1.2339134, -0.09811544, 0.22522657
-1.106284, -0.08027906, 0.27379647
-0.9486224, -0.104701236, 0.34139186
-0.86517245, -0.12738547, 0.3160245
-0.8712703, -0.12787329, 0.26501548
-0.8998086, -0.12226323, 0.28992543
-0.8844418, -0.14205095, 0.30187738
-0.85318995, -0.18693163, 0.2608689
-0.8949303, -0.22306179, 0.22473873
-0.96618444, -0.2364772, 0.19473699
-1.0208522, -0.231111, 0.14421572
-1.0708857, -0.17376013, 0.12372675
-1.0933565, -0.07393727, 0.20815238
-1.0684465, -0.008537086, 0.25599054
-1.004022, -0.024391605, 0.1983957
-1.0020707, -0.04125239, 0.12909289
-1.0528358, -0.034910508, 0.08881614
-1.0489331, -0.051252943, 0.089304015
-1.0037781, -0.11787273, 0.14811839
-1.0120713, -0.1952248, 0.21181116
-1.018657, -0.26528987, 0.17229661
-0.96667224, -0.28090054, 0.15055756
-0.9356948, -0.23476976, 0.27843088
-0.9654527, -0.18668772, 0.35971612
-0.9923139, -0.16912572, 0.29187676
-1.0018268, -0.16497913, 0.21327463
-1.0315846, -0.14888062, 0.28330922
-1.0281698, -0.0983594, 0.39605972
-0.9984119, -0.055399533, 0.40291986
-0.96301347, -0.067595385, 0.2979747
-0.9337435, -0.14156313, 0.16714391
-0.91395575, -0.24135552, 0.07247375
-0.93837786, -0.28138834, 0.0646684
-0.9442319, -0.28529102, 0.063204885
-0.96618444, -0.27065602, 0.056131314
-1.049177, -0.21013421, 0.06808326
-1.0840571, -0.13616645, 0.13445908
-0.99304575, -0.09372499, 0.23574546
-0.89224714, -0.083937824, 0.34239805
-0.8185538, -0.104701236, 0.3726437
-0.8427016, -0.12177536, 0.34508112
-0.9071261, -0.15156367, 0.27208906
-0.9178584, -0.19132213, 0.17839454
-0.9225233, -0.213549, 0.19863966
-0.8734656, -0.24403858, 0.23379412
-0.79413164, -0.26431417, 0.21132328
-0.74702525, -0.26846078, 0.16519257
-0.74483, -0.2662655, 0.07198593
-0.81489515, -0.23452586, 0.0073174816
-0.9024916, -0.16229601, 0.065888
-0.9825573, -0.099091135, 0.20181055
-0.9869478, -0.08003514, 0.23989205
-0.87663645, -0.10909174, 0.15324064
-0.77364266, -0.15278329, 0.11592139
-0.76778865, -0.16424735, 0.11223215
-0.8302618, -0.16449127, 0.082718216
-0.8695629, -0.20842677, 0.093206644
-0.8715142, -0.27577823, 0.14958191
-0.9371583, -0.30285302, 0.17937024
-1.0562507, -0.2616311, 0.15006974
-1.1021374, -0.19498089, 0.14982583
-1.018657, -0.14327055, 0.2262022
-0.8688312, -0.15083195, 0.2982186
-0.7775454, -0.18863906, 0.27599174
-0.7885216, -0.18473639, 0.20278619
-0.8070898, -0.17327227, 0.16616821
-0.8580684, -0.15449071, 0.20107882
-0.9413049, -0.14400229, 0.1964444
-1.0218278, -0.1586373, 0.15470415
-1.0486892, -0.13445903, 0.15958247
-1.0440547, -0.073205434, 0.22425087
-0.99938756, -0.029788274, 0.2276962
-0.9354509, -0.037105802, 0.17034528
-0.84855556, -0.07344935, 0.12640981
-0.7904729, -0.12640981, 0.14860623
-0.8597758, -0.16693048, 0.24159947
-0.99328965, -0.19034643, 0.2183969
-1.0555189, -0.21671996, 0.07881559
-1.0818619, -0.20403628, 0.083937824
-1.1199434, -0.14644144, 0.26306415
-1.1043327, -0.12031189, 0.31651238
-0.9830451, -0.1618082, 0.23428194
-0.818066, -0.20793895, 0.18717554
-0.70848644, -0.21818341, 0.20156664
-0.69214404, -0.19988969, 0.21400641
-0.7877898, -0.16449127, 0.21449423
-0.9100531, -0.14006914, 0.1656804
-1.0254866, -0.12543413, 0.11518966
-1.117992, -0.12714155, 0.099060655
-1.1646106, -0.1293368, 0.07759599
-1.0953078, -0.15058804, 0.037807062
-0.95374465, -0.18205331, 0.06637583
-0.8363598, -0.19180995, 0.1100369
-0.81367546, -0.1764432, 0.1293368
-0.86517245, -0.1454658, 0.15738721
-0.93740225, -0.12275105, 0.16982698
-1.0154861, -0.11372615, 0.14470355
-1.0708857, -0.12323888, 0.14177656
-1.0989665, -0.15814942, 0.18717554
-1.0682026, -0.20428018, 0.16665609
-0.9632574, -0.26089934, 0.104670756
-0.88932014, -0.26772904, 0.15421632
-0.89127153, -0.25135612, 0.2286719
-0.89200324, -0.26382637, 0.16982698
-0.91639495, -0.24818517, 0.15202108
-0.980606, -0.17863846, 0.24379472
-1.018169, -0.10299381, 0.30870703
-0.9988997, -0.05296042, 0.2923646
-0.92886513, -0.07003459, 0.23818462
-0.90054035, -0.11372615, 0.17912632
-0.94106096, -0.13884953, 0.13348338
-0.9842648, -0.17254053, 0.092231
-0.973502, -0.20208494, 0.055856925
-0.9481346, -0.20647544, 0.05735092
-0.96301347, -0.16985746, 0.08149866
-0.9727701, -0.15400289, 0.08369391
-0.9261821, -0.17327227, 0.09808501
-0.8300179, -0.2176956, 0.1012559
-0.80315655, -0.24598992, 0.11494575
-0.87419736, -0.20428018, 0.16519257
-0.93862176, -0.1586373, 0.19424915
-0.89249104, -0.15034412, 0.17278449
-0.79974174, -0.15302719, 0.16348514
-0.76315427, -0.13665429, 0.19376129
-0.8236761, -0.104945146, 0.18546811
-0.8690751, -0.09372499, 0.107841656
-0.88127095, -0.07881559, 0.09149926
-0.8971255, -0.077839844, 0.112476066
-0.88175875, -0.12201932, 0.048539396
-0.88127095, -0.13299556, -0.011982417
-0.9088335, -0.104457274, 0.02609908
-0.923499, -0.06198533, 0.11762882
-0.9437441, -0.019025462, 0.1718088
-0.9520373, -0.04076457, 0.13958131
-0.95081764, -0.07662029, 0.09174317
-0.97325796, -0.094700634, 0.11101259
-1.0103638, -0.12811719, 0.12445848
-1.0352738, -0.1676622, 0.10637814
-1.0293893, -0.17571147, 0.15226498
-0.98036206, -0.1705892, 0.19668832
-0.9344752, -0.16936964, 0.18668772
-0.9654527, -0.12519021, 0.15567979
-0.9935336, -0.08296218, 0.11860447
-0.9786546, -0.07613247, 0.13397121
-0.96398914, -0.08738311, 0.17205271
-0.92837733, -0.15180764, 0.14567924
-0.8981011, -0.21428078, 0.073449396
-0.9430123, -0.24452646, 0.02829433
-1.0391765, -0.22403744, 0.02829433
-1.1377493, -0.1442462, 0.06954672
-1.1555856, -0.08738311, 0.14104483
-1.1216508, -0.06857103, 0.1905904
-1.0679587, -0.08860276, 0.15982638
-1.0562507, -0.10640861, 0.13348338
-1.0879598, -0.08003514, 0.16982698
-1.0933565, -0.06905885, 0.1893708
-1.0108516, -0.12665373, 0.13714215
-0.94911027, -0.18863906, 0.09296273
-0.9444758, -0.21501252, 0.103695065
-0.93862176, -0.21964693, 0.098816745
-0.9715506, -0.19059035, 0.10979299
-1.0411278, -0.1542468, 0.14982583
-1.0411278, -0.14619754, 0.12250714
-0.9591108, -0.15034412, 0.08198648
-0.87810004, -0.1293368, 0.11076864
-0.86492854, -0.08445617, 0.16860737
-0.87810004, -0.058570474, 0.15177716
-0.8866371, -0.08345, 0.07759599
-0.9098092, -0.12128754, 0.07222984
-0.9129801, -0.15034412, 0.068327166
-0.9347192, -0.17839454, 0.054149497
-1.0089003, -0.18888296, 0.09662149
-1.0386887, -0.2054998, 0.09076748
-1.0189009, -0.21403688, 0.07540073
-0.99914366, -0.1542468, 0.12762937
-1.0113395, -0.08052297, 0.22964753
-0.9825573, -0.04783809, 0.26550332
-0.9300847, -0.0458868, 0.24159947
-0.9093213, -0.047106355, 0.260381
-0.9720384, -0.01878155, 0.27257687
-1.0479574, -0.027593073, 0.20010312
-1.0796666, -0.08271827, 0.104182884
-1.0333225, -0.15400289, 0.002926983
-0.95179325, -0.21940303, -0.05564349
-0.8968816, -0.2233057, 0.011220158
-0.91395575, -0.1896147, 0.108085565
-0.9610622, -0.14400229, 0.10881735
-1.0025585, -0.09738375, 0.078327715
-1.0618607, -0.044911157, 0.14128874
-1.097747, 4.8782237E-4, 0.19034648
-1.0682026, 0.022684226, 0.19278565
-1.0149982, 0.06052186, 0.2733086
-0.92740166, 0.06637583, 0.3035848
-0.8434333, 0.0019513867, 0.18302895
-0.87639254, -0.06613191, 0.08101084
-0.95984256, -0.12884897, 0.026342992
-1.0225596, -0.17107701, -0.005884491
-1.0386887, -0.18327287, 0.015366745
-1.0279258, -0.18571202, 0.112719975
-0.98036206, -0.1896147, 0.16714391
-0.9217916, -0.16546696, 0.15055756
-0.898589, -0.084943995, 0.23062323
-0.910297, -0.0043904986, 0.35020334
-0.93154824, -0.0073174327, 0.3480081
-0.93179214, -0.061497506, 0.21766512
-0.97670335, -0.099578954, 0.07588856
-1.0850328, -0.082474254, 0.11738491
-1.1111623, -0.03637407, 0.20912804
-1.0533236, -0.04100848, 0.16446084
-0.99938756, -0.04856992, 0.07247375
-0.9437441, -0.024391605, 0.010976247
-0.8739534, -0.015122785, 0.034392256
-0.8949303, -0.008537086, 0.13762997
-1.0164617, -0.041740213, 0.16470475
-1.1353102, -0.077352025, 0.11470184
-1.1370175, -0.08101079, 0.09198709
-1.0171934, -0.063448794, 0.17058924
-0.9334995, 0.008049264, 0.33675745
-0.88907623, 0.02853829, 0.3611796
-0.8256274, -0.02905654, 0.20620105
-0.7880338, -0.11079911, 0.09808501
-0.81489515, -0.16010077, 0.12543413
-0.9225233, -0.15717378, 0.14641097
-1.0594215, -0.15692987, 0.05979008
-1.1026253, -0.14080086, -0.021739058
-1.0313407, -0.06540018, 0.009024909
-0.9344752, 0.025611257, 0.1066221
-0.8802952, 0.09274934, 0.18107761
-0.81782204, 0.08296218, 0.14006914
-0.7594955, 0.023416057, 0.08832832
-0.8187977, -0.029544363, 0.103695065
-0.9849965, -0.04393551, 0.09735323
-1.0862525, -0.04125239, 0.050734647
-1.061129, -0.035886247, 0.024879476
-0.99328965, -0.013171496, 0.11738491
-0.92862123, 0.0046344097, 0.158119
-0.8183099, -0.04759418, 0.035611812
-0.7270241, -0.099578954, -9.7564474E-4
-0.7294633, -0.1327516, 0.07979123
-0.83953065, -0.16400345, 0.07198593
-0.97694725, -0.18766336, -0.052716486
-1.0313407, -0.1808337, -0.12717205
-0.9871917, -0.15351503, -0.033691
-0.9495981, -0.10909174, 0.073205486
-0.9725262, -0.040520657, 0.13592255
-0.9522812, -0.002439112, 0.13958131
-0.82928616, -0.035398424, 0.09345055
-0.7955952, -0.05052121, 0.121531494
-0.9332556, -4.8782237E-4, 0.1537285
-1.069666, 0.023659969, 0.13884959
-1.1101867, 0.03149575, 0.13323948
-1.0992104, 0.024635613, 0.13445908
-1.0616168, 0.0029270314, 0.09027966
-1.0147543, -0.015854519, 0.015366745
-0.92910904, -0.06466835, 0.020732937
-0.85270214, -0.10665253, 0.03829493
-0.8302618, -0.12592195, -0.009543256
-0.8344084, -0.09762766, -0.0029575082
-0.8678554, -0.020489026, 0.07613247
-0.91688275, -0.0039026763, 0.0790595
-0.95301294, -0.045155067, -0.0022257261
-0.97301406, -0.08271827, -0.02198297
-0.9334995, -0.13470294, 0.049271178
-0.8937106, -0.19473693, 0.09271882
-0.92569417, -0.2045241, 0.12250714
-0.9720384, -0.16327171, 0.1305564
-0.97719115, -0.12445848, 0.11348223
-1.006949, -0.07344935, 0.1537285
-1.1023813, 0.010244561, 0.2274218
-1.141408, 0.06783939, 0.24379472
-1.0577141, 0.06905895, 0.19449307
-0.9083457, 0.024635613, 0.109305166
-0.80660194, -0.01146402, 0.041465826
-0.7680326, -0.024879524, -0.02222693
-0.79193646, -0.0436916, -0.020275591
-0.82611525, -0.085431814, -0.03856932
-0.83514017, -0.1630278, -0.10714039
-0.79901, -0.25257567, -0.114701815
-0.80660194, -0.27504653, -0.06372323
-0.8273348, -0.2411116, -0.012958061
-0.8539218, -0.16375953, 0.089304015
-0.83514017, -0.09543236, 0.1940052
-0.77486223, -0.1027499, 0.23452586
-0.7746183, -0.13104422, 0.21912864
-0.838555, -0.15912512, 0.17888236
-0.8932228, -0.18156543, 0.13006859
-0.9173706, -0.18278505, 0.10613423
-0.94228053, -0.14253877, 0.121531494
-0.94276834, -0.07418118, 0.10637814
-0.8497752, -0.06540018, 0.056375224
-0.7219019, -0.108847775, 0.046832018
-0.65528214, -0.16815004, 0.058326565
-0.6596726, -0.24452646, 0.053417765
-0.7355612, -0.30163342, 0.027806507
-0.85538524, -0.28090054, 0.03512399
-0.96594054, -0.17034528, 0.098572835
-0.9867039, -0.060765676, 0.18546811
-0.9046869, -0.0051222323, 0.26721072
-0.812212, -0.027105251, 0.2557466
-0.7716913, -0.12689763, 0.17083316
-0.79218036, -0.24574602, 0.09613367
-0.79120463, -0.36313093, 0.017561994
-0.7646178, -0.43441555, -0.03393491
-0.80315655, -0.3775525, -0.0036892418
-0.89102757, -0.22159827, 0.114213966
-0.91468745, -0.094700634, 0.20644496
-0.86322105, -0.035642337, 0.21010372
-0.772667, -0.022684226, 0.19473699
-0.6909244, -0.04539898, 0.18693163
-0.6786981, -0.08003514, 0.18498029
-0.7426348, -0.08933449, 0.15641157
-0.784375, -0.09421281, 0.07076632
-0.8078215, -0.07491291, 0.049271178
-0.8383111, -0.063448794, 0.063936666
-0.8478238, -0.12640981, 0.043417163
-0.79413164, -0.23476976, -0.020763414
-0.7077547, -0.32142118, -0.03417882
-0.6418667, -0.34776416, 0.052685983
-0.6572335, -0.2938281, 0.14885013
-0.7121452, -0.20793895, 0.20010312
-0.76315427, -0.13421512, 0.25477096
-0.76705694, -0.10226203, 0.2887059
-0.77925277, -0.10128638, 0.28257748
-0.8036444, -0.12299496, 0.20815238
-0.8095289, -0.15814942, 0.1427522
-0.76022726, -0.1864438, 0.07149806
-0.72409713, -0.19742006, -0.00564058
-0.77364266, -0.15253937, -0.010762812
-0.8429455, -0.109335646, -0.009055385
-0.82635915, -0.13519081, -0.065430656
